jyutping_code,hanzi,word,frequency,tags
"jat1 gun1 bun3 zik1",一官半職,一官半職,180,"daily,noun,phrase"
"jat1 ding6 wui5",一定會,一定會,250,"daily,phrase"
"jat1 gaa1 daai6 sai3",一家大細,一家大細,180,"daily,noun,family,phrase"
"jat1 zoeng3 gung1 sing4 maan6 gwat1 fu1",一將功成萬骨枯,一將功成萬骨枯,50,"daily,noun,phrase"
"jat1 deoi3 jat1",一對一,一對一,250,"daily,phrase"
"jat1 siu2 si4",一小時,一小時,250,"daily,phrase"
"jat1 zau6 jat1 ji6 zau6 ji6",一就一，二就二,一就一，二就二,50,"daily,phrase"
"jat1 guk6",一局,一局,300,"daily,noun"
"jat1 saan1 bat1 nang4 cong4 ji6 fu2",一山不能藏二虎,一山不能藏二虎,50,"daily,noun,phrase"
"jat1 saan1 waan4 bei2 jat1 saan1 gou1",一山還比一山高,一山還比一山高,50,"daily,noun,phrase"
"jat1 ngaam4 jat1 fat1",一岩一窟,一岩一窟,180,"daily,phrase"
"jat1 gei2 zi1 si1",一己之私,一己之私,180,"daily,phrase"
"jat1 nin4",一年,一年,300,"daily,body"
"jat1 nin4 jat1 dou6",一年一度,一年一度,180,"daily,noun,body,phrase"
"jat1 nin4 kap1",一年級,一年級,250,"daily,phrase"
"jat1 sik1",一式,一式,300,daily
"jat1 sik1 loeng5 fan6",一式兩份,一式兩份,180,"daily,verb,phrase"
"jat1 gung1 se6 loeng5 zin3",一弓射兩箭,一弓射兩箭,160,"daily,animal,phrase"
"jat1 zoeng1",一張,一張,300,"daily,noun"
"jat1 zoeng1 je5",一張嘢,一張嘢,250,"daily,noun,phrase"
"jat1 wong5",一往,一往,300,number
"jat1 dak1 lou6",一德路,一德路,250,"daily,noun,phrase"
"jat1 sam1 hoeng3 soeng6",一心向上,一心向上,180,"daily,verb,body,phrase"
"jat1 jan2 zoi3 jan2",一忍再忍,一忍再忍,180,"daily,body,phrase"
"jat1 nim6 zi1 gaan1",一念之間,一念之間,180,"daily,noun,phrase"
"jat1 sik1 soeng6 cyun4",一息尚存,一息尚存,180,"daily,noun,food,phrase"
"jat1 sik1 gaan1",一息間,一息間,250,"daily,noun,phrase"
"jat1 sing4",一成,一成,300,daily
"jat1 dung6 dou1 mou5",一戙都冇,一戙都冇,180,"daily,verb,food,phrase"
"jat1 sau2 jat1 goek3",一手一腳,一手一腳,180,"daily,verb,body,phrase"
"jat1 sau2 gaau1 cin2",一手交錢,一手交錢,180,"daily,noun,phrase"
"jat1 pai1",一批,一批,300,"daily,noun"
"jat1 gei6 pong4 san1",一技旁身,一技旁身,180,"daily,noun,body,phrase"
"jat1 baa2",一把,一把,300,daily
"jat1 baa2 fo2",一把火,一把火,250,"daily,phrase"
"jat1 paak3 hong2",一拍行,一拍行,250,"daily,phrase"
"jat1 ziu1 bun3 sik1",一招半式,一招半式,180,"daily,noun,phrase"
"jat1 pit3 je5",一撇嘢,一撇嘢,250,"daily,noun,phrase"
"jat1 pit3 seoi2",一撇水,一撇水,250,"daily,noun,phrase"
"jat1 daam3 daam1",一擔擔,一擔擔,250,"daily,noun,phrase"
"jat1 zi1 gung1",一支公,一支公,250,"daily,noun,phrase"
"jat1 man4",一文,一文,300,"daily,noun"
"jat1 jyu1",一於,一於,300,"daily,verb"
"jat1 jat6",一日,一日,300,"daily,verb,polite"
"jat1 jat6 dou3 hak1",一日到黑,一日到黑,180,"daily,phrase"
"jat1 zou2",一早,一早,300,"daily,body"
"jat1 zou2 zau6",一早就,一早就,250,"daily,noun,body,phrase"
"jat1 si4",一時,一時,300,"daily,noun"
"jat1 si4 jat1 joeng6",一時一樣,一時一樣,180,"daily,noun,phrase"
"jat1 si4 zi1 gaan1",一時之間,一時之間,180,"daily,noun,phrase"
"jat1 si4 hau2 faai3",一時口快,一時口快,180,"daily,verb,phrase"
"jat1 si4 si4",一時時,一時時,250,"daily,phrase"
"jat1 ziu1",一朝,一朝,300,daily
"jat1 ciu4 tin1 zi2 jat1 ciu4 san4",一朝天子一朝臣,一朝天子一朝臣,50,"daily,verb,phrase"
"jat1 ziu1 bei6 se4 ngaau5",一朝被蛇咬,一朝被蛇咬,160,"daily,noun,animal,phrase"
"jat1 bun2 tung1 syu1 tai2 dou3 lou5",一本通書睇到老,一本通書睇到老,50,"daily,verb,phrase"
"jat1 do2 sin1 faa1 caap3 zoi6 ngau4 fan3 soeng5",一朵鮮花插在牛糞上,一朵鮮花插在牛糞上,50,"daily,noun,food,phrase,question"
"jat1 zam2 wong4 loeng4",一枕黃粱,一枕黃粱,180,"daily,phrase"
"jat1 zi1 gung1",一枝公,一枝公,250,"daily,noun,phrase"
"jat1 gaa3",一架,一架,300,daily
"jat1 tiu4 laang5",一條冷,一條冷,250,"daily,noun,phrase"
"jat1 tiu4 sou3",一條數,一條數,250,"daily,phrase,question"
"jat1 tiu4 hei3",一條氣,一條氣,250,"daily,phrase"
"jat1 tai1 loeng5 fo2",一梯兩伙,一梯兩伙,180,"daily,phrase"
"jat1 lok6 jaa5",一樂也,一樂也,250,"daily,noun,phrase"
"jat1 mou4 jat1 joeng6",一模一樣,一模一樣,180,"daily,phrase"
"jat1 檔:dong2",一檔,一檔,300,daily
"jat1 ci3 gwo3",一次過,一次過,250,"daily,phrase"
"jat1 bou6",一步,一步,300,daily
"jat1 bou6 jat1 bou6",一步一步,一步一步,180,"daily,phrase"
"jat1 sei2 jat1 soeng1",一死一傷,一死一傷,180,"daily,phrase"
"jat1 sei2 liu5 zi1",一死了之,一死了之,180,"daily,verb,phrase,question"
"jat1 dyun6",一段,一段,300,daily
"jat1 hok3 ngaan5 leoi6",一殼眼淚,一殼眼淚,180,"daily,noun,food,body,emotion,phrase"
"jat1 mou4 cin4",一毛錢,一毛錢,250,"daily,phrase"
"jat1 joeng5 faa3 taan3 zung1 duk6",一氧化碳中毒,一氧化碳中毒,140,"daily,phrase"
"jat1 ci4 ceon1 seoi2",一池春水,一池春水,180,"daily,phrase"
"jat1 ci4 cau1 seoi2",一池秋水,一池秋水,180,"daily,phrase"
"jat1 kyut3 sing3 fu6",一決勝負,一決勝負,180,"daily,phrase"
"jat1 cam4 baak3 caai2",一沉百踩,一沉百踩,180,"daily,phrase,question"
"jat1 paai3",一派,一派,300,"daily,noun"
"jat1 lau4",一流,一流,300,daily
"jat1 se3 cin1 lei5",一瀉千里,一瀉千里,180,"daily,verb,phrase"
"jat1 mat6 zi6 jat1 mat6 ，no6 mai5 zi6 muk6 sat1",一物治一物，糯米治木蝨,一物治一物，糯米治木蝨,50,"daily,verb,food,phrase"
"jat1 baan1 jan4",一班人,一班人,250,"daily,noun,phrase"
"jat1 lei5 tung1 baak3 lei5 ming4",一理通，百理明,一理通，百理明,50,"daily,verb,phrase"
"jat1 sang1 jan4",一生人,一生人,250,"daily,noun,phrase"
"jat1 faan1",一番,一番,300,daily
"jat1 pat1 bou3 gam3 coeng4",一疋布咁長,一疋布咁長,160,"daily,phrase"
"jat1 dang1 lung4 mun4",一登龍門,一登龍門,180,"daily,verb,phrase"
"jat1 faat3",一發,一發,300,daily
"jat1 baak3",一百,一百,300,number
"jat1 baak3 maan6",一百萬,一百萬,250,"daily,phrase"
"jat1 baak3 ling4 jat1",一百零一,一百零一,180,"daily,phrase"
"jat1 pei4",一皮,一皮,300,daily
"jat1 pei4 je5",一皮嘢,一皮嘢,250,"daily,phrase"
"jat1 zung1 loeng5 gin6",一盅兩件,一盅兩件,180,"daily,verb,food,phrase"
"jat1 pun4 seoi2",一盤水,一盤水,250,"daily,noun,phrase"
"jat1 zik6 haang4",一直行,一直行,250,"daily,phrase"
"jat1 ngaan5 tai2 saai3",一眼睇晒,一眼睇晒,180,"daily,phrase"
"jat1 ngaan5 gwaan1 cat1",一眼關七,一眼關七,180,"daily,verb,phrase"
"jat1 zung3",一眾,一眾,300,daily
"jat1 luk1 caam3",一碌杉,一碌杉,250,"daily,noun,phrase"
"jat1 wun2",一碗,一碗,300,"daily,noun"
"jat1 dip6 zaai1",一碟齋,一碟齋,250,"daily,noun,phrase"
"jat1 zyun1 dau6 2 fu6 soeng2 sing1 sin1",一磚豆腐想升仙,一磚豆腐想升仙,50,"daily,phrase,question"
"jat1 maan6",一萬,一萬,300,daily
"jat1 lung4 se4",一窿蛇,一窿蛇,250,"daily,noun,phrase"
"jat1 zaam6 sik1",一站式,一站式,250,"daily,phrase"
"jat1 dyun1",一端,一端,300,daily
"jat1 zuk1 gou1 daa2 jat1 syun4 jan4",一竹篙打一船人,一竹篙打一船人,50,"daily,noun,phrase"
"jat1 zuk1 gou1 daa2 sei2 jat1 syun4 jan4",一竹篙打死一船人,一竹篙打死一船人,50,"daily,noun,phrase"
"jat1 zuk1 gou1 naam5 cam4 jat1 syun4 jan4",一竹篙揇沉一船人,一竹篙揇沉一船人,50,"daily,verb,phrase"
"jat1 bat1 waan4 jat1 bat1",一筆還一筆,一筆還一筆,160,"daily,verb,food,phrase"
"jat1 dang2 bing1",一等兵,一等兵,250,"daily,phrase"
"jat1 zin3 soeng1 diu1",一箭雙雕,一箭雙雕,180,"daily,animal,phrase"
"jat1 zyu6 gaap3 zung1",一箸夾中,一箸夾中,180,"daily,noun,phrase"
"jat1 lap1 je5",一粒嘢,一粒嘢,250,"daily,food,phrase"
"jat1 nap1 san4",一粒神,一粒神,250,"daily,phrase"
"jat1 nap1 faa1",一粒花,一粒花,250,"daily,noun,phrase"
"jat1 tung2 tin1 haa6",一統天下,一統天下,180,"daily,noun,phrase"
"jat1 ging1",一經,一經,300,daily
"jat1 kwan4",一群,一群,300,"daily,noun"
"jat1 ji4 zoi3",一而再,一而再,250,"daily,phrase"
"jat1 tou5 hei3",一肚氣,一肚氣,250,"daily,verb,emotion,phrase"
"jat1 mak6 soeng1 cyun4",一脈相傳,一脈相傳,180,"daily,verb,family,phrase"
"jat1 goek3 ngau4 si2",一腳牛屎,一腳牛屎,180,"daily,verb,body,phrase"
"jat1 goek3 daap6 loeng5 syun4",一腳踏兩船,一腳踏兩船,160,"daily,phrase"
"jat1 goek3 tek3",一腳踢,一腳踢,250,"daily,verb,body,phrase"
"jat1 zi6",一自,一自,300,"daily,noun"
"jat1 geoi2 sing4 ming4",一舉成名,一舉成名,180,"daily,noun,phrase"
"jat1 gau6 faan6",一舊飯,一舊飯,250,"daily,food,phrase"
"jat1 sik1",一色,一色,300,"daily,color"
"jat1 cou2",一草,一草,300,daily
"jat1 cyu3",一處,一處,300,"daily,noun"
"jat1 biu2 jan4 coi4",一表人才,一表人才,180,"daily,noun,phrase"
"jat1 gin3 zung1 cing4",一見鍾情,一見鍾情,180,"daily,verb,phrase"
"jat1 laam5 biu2",一覽表,一覽表,250,"daily,noun,phrase"
"jat1 jin4 ji5 bai3",一言以蔽,一言以蔽,180,"daily,noun,phrase"
"jat1 jin4 tong4",一言堂,一言堂,250,"daily,verb,phrase"
"jat1 gong2 cou4 cou1 cou4 cou1 zau6 dou3",一講曹操，曹操就到,一講曹操，曹操就到,50,"daily,noun,body,phrase,question"
"jat1 lou6 soeng6",一路上,一路上,250,"daily,noun,phrase"
"jat1 lou6 lou6",一路路,一路路,250,"daily,phrase"
"jat1 san1 zaai3",一身債,一身債,250,"daily,phrase"
"jat1 san1 ngai5",一身蟻,一身蟻,250,"daily,verb,phrase"
"jat1 san1 sung1",一身鬆,一身鬆,250,"daily,phrase"
"jat1 leon2 zeoi2",一輪嘴,一輪嘴,250,"daily,noun,phrase"
"jat1 luk1 muk6",一轆木,一轆木,250,"daily,verb,phrase"
"jat1 luk1 muk6 gam2",一轆木噉,一轆木噉,180,"daily,verb,phrase"
"jat1 luk1 caam3",一轆杉,一轆杉,250,"daily,phrase"
"jat1 bin1 dou2",一邊倒,一邊倒,250,"daily,verb,phrase"
"jat1 bou6",一部,一部,300,"daily,noun"
"jat1 bou6 fan6",一部份,一部份,250,"daily,noun,phrase"
"jat1 zeoi3 gaai2 cin1 sau4",一醉解千愁,一醉解千愁,160,"daily,verb,phrase"
"jat1 wok6",一鑊,一鑊,300,"daily,noun"
"jat1 wok6 pou5",一鑊泡,一鑊泡,250,"daily,noun,phrase"
"jat1 wok6 suk6",一鑊熟,一鑊熟,250,"daily,verb,phrase"
"jat1 wok6 zuk1",一鑊粥,一鑊粥,250,"daily,noun,phrase"
"jat1 wok6 kiu5 hei2",一鑊繑起,一鑊繑起,180,"daily,verb,phrase"
"jat1 mun4",一門,一門,300,daily
"jat1 zan6",一陣,一陣,300,"daily,noun"
"jat1 zan6 gaan3",一陣間,一陣間,250,"daily,noun,phrase"
"jat1 zan6 zan6",一陣陣,一陣陣,250,"daily,phrase"
"jat1 zan6 fung1",一陣風,一陣風,250,"daily,noun,phrase"
"jat1 jyu4",一隅,一隅,300,"daily,noun"
"jat1 zek3 kek6 gam2",一隻屐噉,一隻屐噉,180,"daily,phrase"
"jat1 zek3 ngau4",一隻牛,一隻牛,250,"daily,noun,phrase"
"jat1 zek3 gau2 gam2",一隻狗噉,一隻狗噉,180,"daily,noun,animal,phrase"
"jat1 soeng1",一雙,一雙,300,"daily,noun"
"jat1 soeng1 haai4",一雙鞋,一雙鞋,250,"daily,noun,phrase"
"jat1 gai1 sei2 ，jat1 gai1 ming4",一雞死，一雞鳴,一雞死，一雞鳴,50,"daily,verb,phrase"
"jat1 gai1 sei2 jat1 gai1 ming4",一雞死一雞鳴,一雞死一雞鳴,140,"daily,verb,phrase"
"jat1 min6 pei3",一面屁,一面屁,250,"daily,verb,phrase"
"jat1 hong6",一項,一項,300,daily
"jat1 tau4 …jat1 tau4…",一頭…一頭…,一頭…一頭…,140,"daily,animal,phrase"
"jat1 tau4 bun3 go3 jyut6",一頭半個月,一頭半個月,160,"daily,verb,phrase"
"jat1 tau4 bun3 jyut6",一頭半月,一頭半月,180,"daily,verb,phrase"
"jat1 tau4 gaa1",一頭家,一頭家,250,"daily,noun,family,phrase"
"jat1 tau4 jin1",一頭煙,一頭煙,250,"daily,verb,phrase,question"
"jat1 geng2 hyut3",一頸血,一頸血,250,"daily,phrase"
"jat1 ngaak6 hon6",一額汗,一額汗,250,"daily,verb,food,body,phrase"
"jat1 fei1 cung1 tin1",一飛沖天,一飛沖天,180,"daily,noun,phrase"
"jat1 caan1",一餐,一餐,300,"daily,food"
"jat1 caan1 faan6",一餐飯,一餐飯,250,"daily,noun,food,phrase"
"jat1 faat3 cin1 gwan1",一髮千鈞,一髮千鈞,180,"daily,verb,phrase"
"jat1 ming4 ging1 jan4",一鳴驚人,一鳴驚人,180,"daily,verb,phrase"
"jat1 dim2 zung1",一點鐘,一點鐘,250,"daily,phrase"
"jat1 cai4",一齊,一齊,300,"daily,adjective"
ding1,丁,丁,400,number
zaang1,丁,丁,400,number
zang1,丁,丁,400,number
"ding1 uk1",丁屋,丁屋,300,daily
"ding1 dang2",丁等,丁等,300,number
"cat1 jat1 jau4 hang4",七一遊行,七一遊行,180,"daily,phrase"
"cat1 zi2",七仔,七仔,300,daily
"cat1 go3 jat1 pei4",七個一皮,七個一皮,180,"daily,verb,phrase"
"cat1 go3 zi6",七個字,七個字,250,"daily,phrase"
"cat1 ceot1",七出,七出,300,number
"cat1 sap6 cat1",七十七,七十七,280,number
"cat1 sap6 ji6 hong4",七十二行,七十二行,180,"daily,noun,animal,phrase"
"cat1 cin1",七千,七千,300,number
"cat1 ming4",七名,七名,300,daily
"cat1 zeoi2 baat3 sit3",七嘴八舌,七嘴八舌,180,"daily,phrase"
"cat1 gwok3 gam3 lyun6",七國咁亂,七國咁亂,180,"daily,noun,phrase"
"cat1 daai6 zau1",七大洲,七大洲,250,"daily,phrase"
"cat1 zi2 mui6",七姊妹,七姊妹,250,"daily,noun,family,phrase"
"cat1 zi2 mui6 dou6",七姊妹道,七姊妹道,180,"daily,noun,phrase"
"cat1 ze2",七姐,七姐,300,"daily,noun"
"cat1 hung2 sang1 jin1",七孔生煙,七孔生煙,180,"daily,food,emotion,phrase"
"cat1 coi2",七彩,七彩,300,"daily,color"
"cat1 cing4 soeng5 min6",七情上面,七情上面,180,"daily,noun,emotion,phrase"
"cat1 cing4 luk6 juk6",七情六慾,七情六慾,180,"daily,verb,emotion,phrase"
"cat1 cing4 luk6 juk6",七情六欲,七情六欲,180,"daily,verb,phrase"
"cat1 sau2 baat3 goek3",七手八腳,七手八腳,180,"daily,noun,body,phrase"
"cat1 fu4 baat3 caap3",七扶八插,七扶八插,180,"daily,verb,phrase"
"cat1 zit3 baat3 kau3",七折八扣,七折八扣,180,"daily,noun,phrase"
"cat1 kam4 cat1 zung3",七擒七縱,七擒七縱,180,"daily,noun,body,phrase"
"cat1 zi1 baat3 lei4",七支八離,七支八離,180,"daily,phrase"
"cat1 jat6",七日,七日,300,daily
"cat1 sing1 ngaam4",七星岩,七星岩,250,"daily,noun,animal,phrase"
"cat1 sing1 caa4",七星茶,七星茶,250,"daily,food,phrase"
"cat1 jyut6 jat1 hou6",七月一號,七月一號,180,"daily,phrase"
"cat1 jyut6 saam1 sap6 hou6",七月三十號,七月三十號,160,"daily,phrase"
"cat1 bou6 sing4 si1",七步成詩,七步成詩,180,"daily,noun,phrase"
"cat1 baak3",七百,七百,300,number
"cat1 kung4 luk6 zyut6",七窮六絕,七窮六絕,180,"daily,phrase"
"cat1 jin4 kam4",七絃琴,七絃琴,250,"daily,noun,family,phrase"
"cat1 hong4 si1",七行詩,七行詩,250,"daily,phrase"
"cat1 jin4 si1",七言詩,七言詩,250,"daily,noun,phrase,question"
"cat1 ceoi4 baat3 kau3",七除八扣,七除八扣,180,"daily,phrase"
"cat1 din1 baat3 dou2",七顛八倒,七顛八倒,180,"daily,phrase"
"cat1 dim2 zung1",七點鐘,七點鐘,250,"daily,phrase"
"saam1 Ｔ",三Ｔ,三Ｔ,300,"daily,noun"
saam1,三,三,800,number
"saam1 gau2 loeng5 ding1 cat1",三九兩丁七,三九兩丁七,160,"daily,phrase"
"saam1 gau2 m4 sik1 cat1",三九唔識七,三九唔識七,160,"daily,verb,phrase,question"
"saam1 gau2 sei3 ling4 ng5 ji6",三九四零五二,三九四零五二,140,"daily,verb,phrase"
"saam1 ng5 zi1 gei2",三五知己,三五知己,180,"daily,phrase"
"saam1 jan4 sing3 gaau1",三人性交,三人性交,180,"daily,phrase"
"saam1 zai2",三仔,三仔,300,daily
"saam1 go3 zi6",三個字,三個字,250,"daily,phrase"
"saam1 go3 gwat1",三個骨,三個骨,250,"daily,phrase"
"saam1 jyun4 lei5",三元里,三元里,250,"daily,noun,phrase"
"saam1 jyun4 lei5 zaam6",三元里站,三元里站,180,"daily,noun,phrase"
"saam1 loeng5 haa5 sau2 sai3",三兩下手勢,三兩下手勢,160,"daily,phrase"
"saam1 baat3 fu5 neoi5 zit3",三八婦女節,三八婦女節,160,"daily,phrase"
"saam1 luk6",三六,三六,300,"number,animal"
"saam1 luk6 hoeng1 juk6",三六香肉,三六香肉,180,"daily,verb,food,animal,phrase"
"saam1 fan1 ngaan4 sik1 soeng5 daai6 hung4",三分顏色上大紅,三分顏色上大紅,50,"daily,verb,phrase"
"saam1 sap6 jat1 jat6",三十一日,三十一日,180,"daily,phrase"
"saam1 sap6 jat1 hou6",三十一號,三十一號,180,"daily,phrase"
"saam1 sap6 saam1",三十三,三十三,280,number
"saam1 sap6 jat6",三十日,三十日,250,"daily,phrase"
"saam1 cin1",三千,三千,300,number
"saam1 kap6 dai6",三及第,三及第,250,"daily,noun,phrase"
"saam1 hau2 loeng5 lei6",三口兩脷,三口兩脷,180,"daily,phrase"
"saam1 hau2 luk6 min6",三口六面,三口六面,180,"daily,body,phrase"
"saam1 geoi3 bat1 lei4 bun2 hong4",三句不離本行,三句不離本行,140,"daily,phrase"
"saam1 gap3 baan2",三合板,三合板,250,"daily,phrase"
"saam1 m4 sik1 cat1",三唔識七,三唔識七,180,"daily,verb,phrase"
"saam1 gwok3 si4 doi6",三國時代,三國時代,180,"daily,phrase"
"saam1 gu1 luk6 po4",三姑六婆,三姑六婆,180,"daily,verb,phrase"
"saam1 cyun3 gam1 lin4",三寸金蓮,三寸金蓮,180,"daily,verb,body,phrase"
"saam1 cyun3 deng1",三寸釘,三寸釘,250,"daily,noun,phrase"
"saam1 zim1 baat3 gok3",三尖八角,三尖八角,180,"daily,phrase"
"saam1 caa3 lou6 hau2",三岔路口,三岔路口,180,"daily,noun,phrase"
"saam1 fuk1 pei5",三幅被,三幅被,250,"daily,noun,food,phrase"
"saam1 nin4",三年,三年,300,"daily,body"
"saam1 gei2",三幾,三幾,300,number
"saam1 dou6 hung1 gaan1",三度空間,三度空間,180,"daily,phrase"
"saam1 sam1 loeng5 ji3",三心兩意,三心兩意,180,"daily,phrase"
"saam3 si1",三思,三思,300,"daily,verb"
"saam1 gap1",三急,三急,300,"daily,verb"
"saam1 paa4 loeng5 but6",三扒兩撥,三扒兩撥,180,"daily,noun,phrase"
"saam1 fong1",三方,三方,300,daily
"saam1 jat6",三日,三日,300,daily
